journal	date	pmc_id	paper_section	word	Nchar	Nwords	n
Elife	2021-07-01	8024024	introduction	inquire	4720	611	0
Elife	2021-07-01	8024024	results	inquire	36081	4053	0
Elife	2021-07-01	8024024	discussion	inquire	26097	2739	0
Elife	2021-07-01	8024024	methods	inquire	9771	1174	0
Elife	2021-07-01	8024024	sa1	inquire	5270	815	0
Elife	2021-07-01	8024024	sa2	inquire	8960	1382	0
Elife	2021-07-01	8024024	sa3	inquire	-1	-1	-1
Elife	2021-07-01	8024024	sa4	inquire	-1	-1	-1
Elife	2021-07-01	8024024	sa5	inquire	-1	-1	-1
Elife	2021-07-01	8024024	sa6	inquire	-1	-1	-1
Elife	2021-07-01	8087445	introduction	inquire	5093	644	0
Elife	2021-07-01	8087445	results	inquire	36411	4444	0
Elife	2021-07-01	8087445	discussion	inquire	8578	1107	0
Elife	2021-07-01	8087445	methods	inquire	29888	3641	0
Elife	2021-07-01	8087445	sa1	inquire	8566	1297	0
Elife	2021-07-01	8087445	sa2	inquire	78499	11580	0
Elife	2021-07-01	8087445	sa3	inquire	-1	-1	-1
Elife	2021-07-01	8087445	sa4	inquire	-1	-1	-1
Elife	2021-07-01	8087445	sa5	inquire	-1	-1	-1
Elife	2021-07-01	8087445	sa6	inquire	-1	-1	-1
Elife	2021-07-01	8096433	introduction	inquire	9572	1180	0
Elife	2021-07-01	8096433	results	inquire	61774	7677	0
Elife	2021-07-01	8096433	discussion	inquire	14271	1948	0
Elife	2021-07-01	8096433	methods	inquire	42423	4260	0
Elife	2021-07-01	8096433	sa1	inquire	4432	616	0
Elife	2021-07-01	8096433	sa2	inquire	6759	960	0
Elife	2021-07-01	8096433	sa3	inquire	-1	-1	-1
Elife	2021-07-01	8096433	sa4	inquire	-1	-1	-1
Elife	2021-07-01	8096433	sa5	inquire	-1	-1	-1
Elife	2021-07-01	8096433	sa6	inquire	-1	-1	-1
Elife	2021-07-01	8032397	introduction	inquire	8578	1083	0
Elife	2021-07-01	8032397	results	inquire	47031	6004	0
Elife	2021-07-01	8032397	discussion	inquire	10063	1416	0
Elife	2021-07-01	8032397	methods	inquire	15387	2293	0
Elife	2021-07-01	8032397	sa1	inquire	8821	1304	0
Elife	2021-07-01	8032397	sa2	inquire	20489	3027	0
Elife	2021-07-01	8032397	sa3	inquire	-1	-1	-1
Elife	2021-07-01	8032397	sa4	inquire	-1	-1	-1
Elife	2021-07-01	8032397	sa5	inquire	-1	-1	-1
Elife	2021-07-01	8032397	sa6	inquire	-1	-1	-1
Elife	2021-07-01	8087447	introduction	inquire	8013	1089	0
Elife	2021-07-01	8087447	results	inquire	74265	8817	0
Elife	2021-07-01	8087447	discussion	inquire	10524	1489	0
Elife	2021-07-01	8087447	methods	inquire	40120	4473	0
Elife	2021-07-01	8087447	sa1	inquire	12129	1838	0
Elife	2021-07-01	8087447	sa2	inquire	19027	2802	0
