journal	date	pmc_id	Nchars	Nwords	delve	analyse	acknowledge	assess	appraise	dissect	explore	examine	extricate	expose	estimate	investigate	inquire	inspect	interpret	scrutinise	study	unearth	uncover	understand	ponder	research	reason	retrieve	avoid	discount	disregard	dismiss	ignore	neglect	overlook	omit	skip	reject
Cells	2021-07-01	8067019	134124	11121	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	18	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8067640	105455	7640	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8067274	132406	11434	0	4	3	0	0	0	0	0	0	0	3	2	0	0	1	0	15	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8067363	244074	18994	0	0	0	0	0	0	3	1	0	24	1	7	0	0	0	0	46	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8067406	228355	18587	0	6	1	3	0	0	0	0	0	0	0	9	0	0	0	0	33	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8066545	134381	11618	0	14	0	5	0	1	0	0	0	3	0	4	0	0	0	0	17	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8066149	156089	13913	0	4	2	1	0	0	0	1	0	1	1	10	0	1	0	0	48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8067729	109683	11530	0	10	0	1	0	2	0	0	0	1	0	2	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8068222	123385	12344	0	17	0	3	0	0	0	2	0	0	0	9	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cells	2021-07-01	8067453	102538	9502	0	13	0	2	0	0	0	1	0	0	0	1	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8068192	130823	12699	0	16	0	0	0	0	0	0	0	10	1	4	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8068012	51527	4846	0	6	0	2	0	0	0	3	0	0	0	2	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
Cells	2021-07-01	8066129	68036	5855	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8068061	111213	9765	0	20	0	0	0	0	1	0	0	1	0	6	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8068365	51550	6058	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
Cells	2021-07-01	8066186	165604	14798	0	14	0	1	0	0	2	0	0	0	1	1	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8068358	164750	11925	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8067475	165447	12322	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8066810	102974	9544	0	2	0	0	0	2	1	4	0	12	0	3	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8067510	169543	14833	0	4	1	0	0	0	0	0	0	0	1	5	0	0	0	0	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8067571	90123	7529	0	13	0	1	0	0	0	0	0	6	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8067228	77008	7185	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cells	2021-07-01	8068306	102265	7763	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
