journal	date	pmc_id	Nchars	Nwords	delve	analyse	acknowledge	assess	appraise	dissect	explore	examine	extricate	expose	estimate	investigate	inquire	inspect	interpret	scrutinise	study	unearth	uncover	understand	ponder	research	reason	retrieve	avoid	discount	disregard	dismiss	ignore	neglect	overlook	omit	skip	reject
Nat Commun	2025-01-01	11458586	129457	12236	0	4	0	2	0	0	0	3	0	0	1	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat Commun	2025-01-01	11461493	197496	20222	0	23	0	9	0	0	11	5	0	9	0	14	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Nat Commun	2025-01-01	11452676	131207	12893	0	6	3	1	0	2	1	0	0	0	5	4	0	0	0	0	27	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat Commun	2025-01-01	11458587	159684	15389	0	5	2	1	0	0	0	2	0	2	2	5	0	0	0	0	25	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Nat Commun	2025-01-01	11458762	145189	13309	0	10	0	0	0	3	3	7	0	2	0	1	0	0	0	0	20	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat Commun	2025-01-01	11461631	115717	11830	0	9	1	3	0	0	0	1	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nat Commun	2025-01-01	11458891	166036	13171	0	3	0	0	0	0	1	0	0	0	5	2	0	0	0	0	3	0	0	0	0	0	1	7	0	0	0	0	0	2	0	0	0	0
Nat Commun	2025-01-01	11452543	151490	13191	0	13	2	2	0	0	4	3	0	0	6	2	0	0	1	0	21	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Nat Commun	2025-01-01	11461960	79700	7113	0	2	1	1	0	0	1	4	0	0	0	1	0	0	0	0	9	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Nat Commun	2025-01-01	11458614	154755	16964	0	11	2	3	0	0	3	1	0	2	0	9	0	0	0	0	17	0	2	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0
