journal	date	pmc_id	Nchars	Nwords	delve	analyse	acknowledge	assess	appraise	dissect	explore	examine	extricate	expose	estimate	investigate	inquire	inspect	interpret	scrutinise	study	unearth	uncover	understand	ponder	research	reason	retrieve	avoid	discount	disregard	dismiss	ignore	neglect	overlook	omit	skip	reject
PeerJ	2024-10-01	11238723	103459	9338	1	6	0	1	0	0	0	2	0	2	0	2	0	0	0	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11229684	80221	7075	0	5	0	2	0	0	2	1	0	0	1	3	0	0	0	1	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11227274	86156	7843	0	11	0	2	0	0	0	0	0	0	1	0	0	1	0	0	13	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0
PeerJ	2024-10-01	11229681	109293	9673	0	4	0	16	0	0	0	4	0	0	0	2	0	0	0	0	54	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
PeerJ	2024-10-01	11229688	144751	12313	0	8	0	4	1	0	2	0	0	0	0	4	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PeerJ	2024-10-01	11225715	146917	13378	0	30	0	0	0	1	5	0	0	0	0	7	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11227810	168036	15740	0	10	1	2	0	0	0	2	0	1	1	1	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11229686	123353	11470	0	43	0	7	1	0	13	1	0	0	0	4	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11225714	123737	10892	0	7	0	2	0	0	1	2	0	0	1	3	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11238727	222323	17327	0	17	1	1	0	0	2	3	0	0	4	0	0	0	0	0	22	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11227808	104147	10196	0	2	0	1	0	0	0	1	0	2	1	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11229685	152587	13233	0	12	0	1	0	0	5	0	0	0	0	4	0	0	1	0	39	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
PeerJ	2024-10-01	11238725	145743	12608	0	3	0	0	0	0	4	1	0	0	0	4	0	0	0	0	27	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11229682	108222	9587	0	5	1	1	0	0	2	1	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11238724	103039	10979	0	6	0	7	0	3	3	0	0	0	4	0	0	0	0	0	41	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11227809	73153	6951	0	5	0	1	0	0	2	2	0	0	0	2	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11238728	257999	20982	0	9	0	0	0	0	1	1	0	0	0	2	0	0	0	0	18	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11229683	148970	13151	1	11	0	2	0	0	5	1	0	1	3	4	0	0	0	1	19	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11238722	128072	10295	0	5	0	1	0	0	1	2	0	21	0	1	0	0	0	0	13	0	0	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11227272	130341	12281	0	8	1	5	0	0	0	1	0	1	7	7	0	0	0	0	72	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11227273	107630	9844	0	6	1	11	0	0	1	0	0	0	1	0	0	0	0	0	41	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11229687	100291	8526	0	6	0	0	0	0	0	0	0	3	3	5	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11238721	119825	11537	0	6	2	0	0	0	1	14	0	0	2	2	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
PeerJ	2024-10-01	11238726	153811	13689	0	14	0	5	0	0	1	0	0	0	0	1	0	0	0	0	19	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11246017	85666	8395	0	6	0	1	0	0	3	0	0	1	1	6	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11249010	69175	6215	0	7	0	3	0	0	0	1	0	14	1	4	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PeerJ	2024-10-01	11243984	104928	9312	0	26	0	1	0	0	5	1	0	0	0	3	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
