journal	date	pmc_id	Nchars	Nwords	delve	analyse	acknowledge	assess	appraise	dissect	explore	examine	extricate	expose	estimate	investigate	inquire	inspect	interpret	scrutinise	study	unearth	uncover	understand	ponder	research	reason	retrieve	avoid	discount	disregard	dismiss	ignore	neglect	overlook	omit	skip	reject
Front Neurosci	2022-10-01	9289516	88747	7946	0	4	0	0	0	0	2	0	0	0	0	5	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9298744	126900	10736	0	3	0	1	0	0	2	0	0	0	1	2	0	0	0	0	47	0	0	2	0	0	1	0	0	0	0	0	2	1	0	0	0	0
Front Neurosci	2022-10-01	9298878	130247	10737	0	1	3	11	0	0	1	1	0	0	1	3	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9298651	132116	11294	0	2	0	2	0	1	1	6	0	9	0	0	0	0	0	0	42	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9289923	118267	10379	0	23	1	3	0	1	0	0	0	0	0	2	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9298972	133384	10491	0	10	0	1	0	0	5	0	0	0	0	2	0	0	0	0	23	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	1
Front Neurosci	2022-10-01	9304653	112499	9904	0	2	0	3	0	0	4	1	0	0	8	0	0	0	1	0	28	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9301472	187239	14870	1	2	0	1	0	0	1	0	0	0	8	13	0	0	0	0	26	0	0	3	0	0	1	0	0	0	0	0	3	0	0	0	0	0
Front Neurosci	2022-10-01	9294456	108525	8829	0	5	1	2	0	0	2	0	0	0	8	14	0	0	3	0	31	0	1	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0
Front Neurosci	2022-10-01	9296837	25841	1838	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9298971	290632	19753	0	3	1	1	0	0	6	5	0	0	0	4	0	0	0	0	68	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
Front Neurosci	2022-10-01	9289476	116448	10446	0	5	0	0	0	0	0	0	0	0	2	12	0	0	0	0	29	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9290769	146182	13066	0	2	0	0	0	0	8	0	0	0	16	2	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9298650	137279	10640	0	2	0	4	0	0	1	4	0	0	0	5	0	0	1	0	37	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1
Front Neurosci	2022-10-01	9294628	141365	13649	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Front Neurosci	2022-10-01	9289669	96569	8057	0	4	0	0	0	0	1	5	0	1	2	2	0	0	1	0	39	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9302233	96912	7310	0	4	0	0	0	0	2	0	0	0	1	4	0	0	0	0	43	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9307874	14470	1490	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	9	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9294631	20112	2271	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9289464	116574	9534	0	6	0	0	0	0	6	0	0	0	1	1	0	0	0	0	42	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9309210	102425	8392	0	6	1	3	0	0	1	0	0	0	11	1	0	0	0	0	35	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9289513	140349	11200	0	15	1	5	0	0	0	3	0	0	0	4	0	0	0	0	49	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9298923	100338	7485	0	5	0	1	0	0	0	1	0	4	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Front Neurosci	2022-10-01	9295709	91142	7347	0	3	1	3	0	0	0	1	0	0	7	0	0	0	0	0	34	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
