journal	date	pmc_id	Nchars	Nwords	delve	analyse	acknowledge	assess	appraise	dissect	explore	examine	extricate	expose	estimate	investigate	inquire	inspect	interpret	scrutinise	study	unearth	uncover	understand	ponder	research	reason	retrieve	avoid	discount	disregard	dismiss	ignore	neglect	overlook	omit	skip	reject
PLoS One	2023-07-01	10081779	164734	13617	0	6	0	0	0	0	1	0	0	0	0	2	0	0	0	0	33	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PLoS One	2023-07-01	10081762	126064	12473	0	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	83	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLoS One	2023-07-01	10081795	115737	8897	0	5	1	1	0	0	0	1	0	1	1	1	0	0	0	0	29	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLoS One	2023-07-01	10081754	147490	11361	0	6	0	0	0	0	0	2	0	1	0	4	0	0	0	0	18	0	1	2	0	0	0	0	1	0	0	0	0	1	0	2	0	0
PLoS One	2023-07-01	10081785	128192	10880	0	15	0	2	0	0	0	2	0	0	1	2	0	0	0	0	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLoS One	2023-07-01	10081748	130265	11808	0	1	0	1	0	0	0	0	0	0	6	5	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLoS One	2023-07-01	10081761	73132	6875	0	2	0	0	0	0	0	5	0	1	3	1	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PLoS One	2023-07-01	10079128	137772	12644	0	3	0	0	1	0	0	1	0	0	0	6	0	0	0	0	32	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLoS One	2023-07-01	10081786	126894	10318	0	5	0	10	0	0	2	1	0	1	0	3	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PLoS One	2023-07-01	10079131	131964	11102	0	23	0	10	0	0	1	0	0	0	3	1	0	0	2	0	27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PLoS One	2023-07-01	10081744	96123	7786	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
PLoS One	2023-07-01	10081782	95235	7692	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLoS One	2023-07-01	10081777	177294	15258	0	6	0	2	0	0	5	12	0	0	5	5	0	0	0	0	46	0	0	33	0	0	4	0	0	0	0	0	0	0	0	0	1	0
