journal	date	pmc_id	Nchars	Nwords	delve	analyse	acknowledge	assess	appraise	dissect	explore	examine	extricate	expose	estimate	investigate	inquire	inspect	interpret	scrutinise	study	unearth	uncover	understand	ponder	research	reason	retrieve	avoid	discount	disregard	dismiss	ignore	neglect	overlook	omit	skip	reject
Sci Adv	2023-10-01	10328413	211084	19531	0	7	1	0	0	0	1	5	0	0	31	4	0	1	1	0	29	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321753	195680	14067	0	13	0	43	0	1	0	0	0	0	2	0	0	0	0	0	12	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10328411	154023	11939	0	7	2	3	0	0	0	7	0	2	1	2	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321745	195905	11951	0	2	0	0	0	0	0	1	0	0	3	1	0	0	1	0	7	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0
Sci Adv	2023-10-01	10328412	217994	14050	0	24	0	1	0	0	0	1	0	0	1	5	0	0	1	0	14	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321732	141490	12138	0	4	1	6	0	0	0	4	0	1	0	2	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321748	230591	15883	0	12	0	2	0	0	0	0	0	4	10	1	0	0	3	0	21	0	0	3	0	0	0	8	0	0	0	0	0	0	4	0	0	0
Sci Adv	2023-10-01	10321749	172157	10618	0	4	0	1	0	0	2	2	0	1	3	3	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321744	164638	8259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
Sci Adv	2023-10-01	10328397	123239	7084	0	2	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Sci Adv	2023-10-01	10328405	142833	9150	0	8	0	0	0	0	1	0	0	0	22	0	0	0	4	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321738	150637	9056	0	2	1	1	0	0	1	2	0	0	1	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Sci Adv	2023-10-01	10328408	125112	8711	0	9	0	1	0	2	1	0	0	1	5	2	0	1	0	0	23	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321736	101400	6028	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321739	158425	9793	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sci Adv	2023-10-01	10321741	103691	6696	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321742	196733	13679	0	2	0	0	0	0	0	1	0	4	1	6	0	0	0	0	11	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10328409	138857	11162	0	2	1	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321752	217119	14143	0	17	0	0	0	0	2	2	0	2	2	1	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321729	27637	2124	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sci Adv	2023-10-01	10328401	162049	12404	0	8	0	0	0	0	0	1	0	1	1	3	0	0	0	0	17	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Sci Adv	2023-10-01	10321733	159249	11866	0	16	0	1	0	0	1	0	0	0	12	1	0	0	3	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321731	11383	1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321747	411451	21572	0	30	0	5	0	0	1	7	0	0	7	3	0	0	1	0	33	0	3	7	0	0	1	3	1	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10321750	185818	16425	0	6	0	1	0	0	1	0	0	1	31	2	0	0	0	0	34	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1
Sci Adv	2023-10-01	10337902	209845	15543	0	1	0	0	0	0	0	11	0	19	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sci Adv	2023-10-01	10337907	211689	13228	0	0	5	0	0	0	0	0	0	0	4	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10348677	251888	13597	0	32	0	2	0	0	0	2	0	0	3	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10337923	32393	2479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Sci Adv	2023-10-01	10348680	129370	10371	0	5	0	1	0	0	0	1	0	13	0	1	0	0	0	0	9	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Sci Adv	2023-10-01	10337895	56054	4270	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10337896	122517	9035	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10337915	183932	13141	0	3	1	7	0	1	6	1	0	2	0	3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10348682	136092	10948	0	2	0	1	0	0	3	2	0	0	0	3	0	0	0	0	16	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10348676	189878	14693	0	6	0	1	0	0	1	1	0	0	0	1	0	0	0	0	10	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10337948	168865	12474	0	9	0	0	0	0	3	1	0	0	2	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sci Adv	2023-10-01	10348683	238391	15864	0	13	0	1	0	0	4	3	0	2	0	6	0	0	1	0	13	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10337904	142535	11421	0	3	0	5	0	0	2	1	0	0	13	9	0	0	0	0	41	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10337898	156373	10320	0	1	3	0	0	0	1	0	0	0	3	2	0	0	0	0	9	0	1	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0
Sci Adv	2023-10-01	10337909	199606	15122	0	10	0	5	0	1	1	1	0	0	1	1	0	0	0	0	10	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10337922	134354	10437	0	6	0	1	0	0	0	1	0	0	7	1	0	0	1	0	24	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sci Adv	2023-10-01	10337894	201546	16016	0	7	3	4	0	0	2	0	0	1	0	1	0	0	0	0	18	0	0	3	0	0	0	15	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10337911	167654	10010	0	1	8	0	0	0	6	1	0	0	0	3	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10348675	126354	8415	0	2	4	0	0	0	1	1	0	4	1	0	0	0	0	0	12	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	6
Sci Adv	2023-10-01	10337924	87561	6275	0	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10348679	161665	9224	0	4	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10348673	200335	15281	0	5	1	5	0	0	0	1	0	0	0	4	0	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10337892	76546	6132	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10337908	192826	13100	0	5	0	0	0	7	0	2	0	1	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Sci Adv	2023-10-01	10337901	106250	7563	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10355833	143410	11953	0	9	1	2	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10355829	149272	11572	0	3	1	0	0	0	11	3	0	0	13	1	0	0	1	0	17	0	0	1	0	0	1	1	3	0	0	0	1	0	0	1	0	1
Sci Adv	2023-10-01	10361594	142491	10130	0	3	1	1	0	0	0	1	0	5	1	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10361590	145315	9559	0	2	1	1	0	0	0	0	0	0	36	2	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10355825	178725	10280	0	3	4	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sci Adv	2023-10-01	10355816	125307	9970	0	0	0	1	0	0	3	2	0	2	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10361595	163992	9946	0	1	1	0	0	0	0	4	0	1	24	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10355830	198316	15697	0	40	0	3	0	0	2	2	0	2	0	9	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10361588	195367	14940	0	7	0	5	0	3	20	2	0	2	0	12	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Adv	2023-10-01	10355818	134474	10104	0	1	0	0	0	0	1	0	0	0	11	4	0	0	1	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
