journal	date	pmc_id	Nchars	Nwords	delve	analyse	acknowledge	assess	appraise	dissect	explore	examine	extricate	expose	estimate	investigate	inquire	inspect	interpret	scrutinise	study	unearth	uncover	understand	ponder	research	reason	retrieve	avoid	discount	disregard	dismiss	ignore	neglect	overlook	omit	skip	reject
Sci Rep	2023-04-01	9825400	78709	7128	0	10	0	0	0	0	0	0	0	0	0	7	0	0	2	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9822962	96407	9159	0	2	0	0	0	0	0	1	0	0	0	4	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9822953	87419	9109	0	7	0	0	0	0	0	2	0	0	0	3	0	1	0	0	31	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Sci Rep	2023-04-01	9818052	88609	7321	0	6	0	0	0	0	1	0	0	0	1	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9825399	98087	8702	0	12	0	2	0	0	5	0	0	0	1	0	0	1	1	0	20	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9822898	72393	6681	0	4	0	2	0	0	0	0	0	0	0	0	0	0	1	0	26	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9825388	117210	10651	0	9	0	3	0	1	0	1	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9825385	72602	7030	0	2	0	1	0	0	10	0	0	1	0	7	0	0	0	0	24	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9825393	105889	9017	0	51	1	1	0	0	10	1	0	0	3	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9825366	122822	10203	0	10	0	1	0	0	2	1	0	0	3	2	0	0	0	0	22	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9822960	124925	10103	0	7	0	3	0	0	2	3	0	0	2	12	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Sci Rep	2023-04-01	9822952	117542	11064	0	9	1	5	0	0	0	0	0	1	0	7	0	0	2	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9825125	114491	12530	0	9	0	0	0	0	9	3	0	0	9	11	0	0	1	0	25	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9826785	77238	6836	0	1	1	1	0	0	0	4	0	0	0	3	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9825402	74782	7344	0	1	0	0	0	0	2	0	0	0	16	1	0	0	2	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9823247	75105	6495	0	3	0	22	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9823095	74340	6385	0	3	0	0	0	0	0	5	0	0	3	6	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sci Rep	2023-04-01	9822968	313496	13385	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	5	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0
